0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
MorningPerson	0.4955086661331012	0.7579903900027632	0.5591150281775246	0.8212216079716523	0.8211894271241938	0.9157101218246546	0.5854206520572491	0.9753251917521852	0.3851645322178125	0.629524173137373	0.3747630071087797	0.9209129641669684	0.9880916606815108	0.7515348473190698	0.8609115536788022	0.7266017569098236	0.5944904263292707	0.7057137716338939	0.6227790356987352	0.8085536342175061
YearsOfEd2	0.6140004922514009	0.030115776379746027	0.09650239278629	0.5362401852540721	0.6937949749544674	0.4960346785171746	0.3238777606061477	0.03474321284782452	0.5666725139263467	0.9016001941052704	0.07143219614653336	0.2584666240356457	0.818331478780848	0.7917389045478109	0.9644630068476218	0.6735248774992851	0.914267703896426	0.7702823565766986	0.6713631985494752	0.47089041751921
T2D2	0.15386340505002738	0.3021573660708585	0.09244442234115392	0.43214085502815947	0.07086795684700753	0.5257528449640619	0.7237081619371267	0.1038555833937063	0.3845243968240856	0.7186229351843598	0.7203969415822884	0.30051464255443433	0.1100335038343656	0.6613437177058725	0.676145262865049	0.10448835062643308	0.020211307609264987	0.11434404828341392	0.3809177274501629	0.5277206749133212
SkinColor	0.8284208811359035	0.6775691065555237	0.2756165128807222	0.44210903566349735	0.8290473589434475	0.7437058849918968	0.05961968615966269	0.6563750563306461	0.3722580368605476	0.10936698964092946	0.9401552416552564	0.7087742989972446	0.8726585234140269	0.8069445626301552	0.3835381741717512	0.3686551950055516	0.6147939714405215	0.2542063176950873	0.03876177937442776	0.3981462076339905
Balding	0.18491867737028464	0.29331707419915115	0.0434751389531276	0.04555522591408634	0.6514192913874256	0.0027693196454342183	0.22027820574719728	0.6586278938187674	0.3470378054056319	0.711626657469089	0.11990383202124308	0.0329824915652008	0.526376822732204	0.30811129504133744	0.030524531501195044	0.9062524748227496	0.8111632683236023	0.4869690675034604	0.0636109723713741	0.9804547759699798
HairColor	0.7905396695019907	0.2911135939468999	0.30931936755911504	0.5765549591248132	0.8064187949748115	0.8886357797654502	0.01267682988462706	0.4275423327142738	0.5464031023640583	0.6906514955250073	0.7164272029137537	0.7676627548142954	0.9675992262520297	0.47090567787338794	0.6039534353812499	0.8468021085482264	0.935963261599275	0.8430635076458458	0.7544641819715538	0.2191128404291676
FVC	0.97426595753609	0.18245540613370012	0.02903416121208778	0.7486094990451165	0.883590958320145	0.4739390365681104	0.3575373486475093	0.8340485449491033	0.3220398824819473	0.11401394065511365	0.03789266978350365	0.04640819333256783	0.03185414602864327	0.992644612685384	0.11118419435757082	0.11991757173373654	0.4628767428202229	0.748830846157096	0.5373899925699408	0.004634542593307625
ASD	0.982133828914537	0.4734553610292289	0.3700736455852544	0.8245475903752582	0.7843898290020459	0.36236756063879305	0.12472961347500636	0.6343101112004661	0.621457808330763	0.813695755196269	0.5551790780049602	0.2343645169191127	0.4171532995603199	0.21370827172443085	0.513069465792364	0.22875085306859014	0.16561167023044454	0.967253902809515	0.0520323754695774	0.35539962929889624
Sunburn	0.5737762355801428	0.2830189025968796	0.9621382574972758	0.1952993904176881	0.0252363762196634	0.39643224043180014	0.06213274411640143	0.4839121881662543	0.8745546277035683	0.3550147796488671	0.5345900628719729	0.398998302774728	0.7826381835398295	0.2646932679331365	0.9387883277009816	0.5583539658753942	0.2278723916404479	0.14291959853910424	0.029805998507646324	0.7732003375184907
Schizophrenia	0.6477830477162257	0.05019772817046553	0.04330880427524289	0.17679647838826038	0.7923334662665558	0.6382136225499513	0.9089135856969044	0.3916604918160019	0.9230335450157036	0.6723741063724264	0.3833481678366469	0.37384408283917336	0.4484095346063435	0.5056851300719334	0.21102419476311104	0.835595572010827	0.5444791625985639	0.1857063989662323	0.37248768886950057	0.4872288897156327
Anorexia	0.9887979361516012	0.15742925787413048	0.9975934436087488	0.4656515767327012	0.182623937202804	0.5991086498569942	0.3820808594990185	0.0908403667405688	0.8707305207518294	0.3725035982687894	0.2881470447560317	0.6529292768163191	0.09599457459860472	0.05062351527991085	0.2308271722185543	0.2842828060839834	0.6658731737307348	0.4001211788746064	0.4335260288008712	0.8036531545338514
SmokingStatus	0.37412449671288905	0.04426875539828893	0.04680468249747737	0.12930448943466855	0.3331321310507923	0.9543474923846824	0.7269232473134446	0.2974891229150069	0.2854225095994841	0.4735351448293985	0.15017293501397058	0.8636353475442226	0.6708240576915627	0.4641223600686754	0.2861831351660464	0.5317959801579528	0.4302484218242691	0.173578524817849	0.8361511685919572	0.5417155761358767
FirstBirthAge	0.42470538981858	0.4510868611795496	0.6758305644803746	0.9779419653779354	0.02958744160369389	0.0946094692379792	0.048217098875338885	0.8612611206852747	0.6084862936142218	0.019424433443097973	0.3216625847172567	0.4946544368375253	0.3502822402416399	0.7587758745794213	0.3898181661317419	0.3424540125770732	0.5603910649628921	0.9378035006306142	0.9647732115630758	0.2101612451648056
Tanning	0.7141392017138818	0.6842089388469759	0.4395563337882409	0.2554725663979727	0.5504906701016298	0.629321517924117	0.10054985459442772	0.73109705126843	0.9757432104077024	0.042787839147818925	0.8863895581444075	0.8977999137218865	0.3772608182434225	0.24068927405590496	0.6758530722367033	0.4016585233875999	0.13312768630361335	0.17854778124465484	0.05619253796150496	0.1922505182928199
