0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
MorningPerson	1.0270154986	0.912340868291	0.931516972602	0.8384529401719999	0.784411656223	1.03055759962	0.936139935941	1.09834885546	1.09056492991	1.09013187015	1.15740802703	0.998348269455	0.961983683475	0.8368039823289999	0.825528772314	0.9951355351919999	1.03192736482	0.986199692441	0.927051796195	1.02558706109
YearsOfEd2	1.00712671843	1.00291017245	1.01951333501	0.9597248717100001	0.8729593498799999	0.9309751321240001	1.0261696594399998	0.959593082666	1.06688000116	0.974834331133	1.12941438016	1.0623655103	1.02287783487	1.0082339851	0.9538505526279999	0.875093894552	0.896498067991	0.952511364216	0.9735608476950001	1.0833120627200001
T2D2	1.12468298736	0.756988374055	1.06790739562	0.824381084731	1.04906699312	0.989179919271	1.01115269848	0.8010152350640001	1.00569515356	1.01307474504	1.1651493762799998	0.883621240002	0.843419750554	1.1328297680600001	0.993752080782	1.1221074752200002	1.0423295292	1.00170921817	1.13643435612	1.2405680283
SkinColor	0.738038479739	1.4403420274	0.745607568627	0.555829321681	0.617514983632	0.8136304886310001	0.459208678293	0.665660583338	0.771470174217	0.870913683993	0.926539410523	1.3796534868099999	2.28648687365	1.06592994516	1.43446747136	0.652035726812	0.30236893995700004	0.530044653373	0.781799607157	0.786052097265
Balding	1.03740296609	1.02098168404	1.25169817297	1.24322972066	0.6904219464650001	0.778304407377	0.7792784671080001	0.927272789826	1.10300028259	1.08041680615	1.31581887641	1.2358936377299998	1.1294854273100001	1.00625043464	0.7061511852240001	0.774608700509	0.891369495591	0.994540121632	0.9893801447849999	1.08883146075
HairColor	0.779530181258	0.9958705028110001	0.9429856971449999	0.7325631275550001	0.908059873504	1.13142875483	0.6148813584399999	0.7926606810760001	0.803829572024	0.905274772681	0.884137526394	1.3141876546100002	1.8173115821599999	1.02100525741	1.17242685942	0.880135681547	0.663042808203	0.743814870972	0.842006869966	0.733146641804
FVC	1.0236318384999998	1.13174395892	1.17303410456	1.0325583409899999	0.8701141298620001	0.987699952419	1.0444077483299998	1.0124514216399998	1.0700145163299999	1.05279446079	1.0457527325700002	0.9038595569910001	0.947668281221	1.0800145160299999	0.962231544938	0.9785232053020001	1.04438216704	1.0592101949700001	1.04666888392	1.11080333735
ASD	1.11812535518	1.491663217	1.1770261467799998	1.19318165772	0.769095563437	0.8703262131470001	1.0536819150299999	1.13405122324	0.985817242302	0.879755826803	1.25432461953	1.0352743041799999	1.11026788363	0.96494913771	0.793626611797	0.375900342592	1.29800378655	1.26552030784	1.08880755414	1.1326522515100002
Sunburn	1.01224316865	1.3239220118000001	1.0183176039700002	0.708300534015	0.539885545716	0.5847327005799999	0.637217454358	1.0460756709399999	1.10025468424	0.821568059606	0.9688702331479999	1.2662271308600002	1.4026122280899997	1.2146115452500001	1.11462840875	0.605516789396	0.6557758835409999	0.7871922809499999	0.7631537499	0.924203627474
Schizophrenia	1.0797962299600001	1.06724108754	1.07407565034	0.787989601177	0.8754245750220001	0.9868162796459999	0.935586631841	0.753834542743	0.959806573618	1.14519519704	1.20209870089	1.12809577316	0.9899213668819999	1.03302721858	0.9412985675409999	0.88726306013	0.86491242919	0.981036436912	1.10422785329	0.9703517916850001
Anorexia	0.835166366252	0.959457507543	0.9277751632200001	1.1412252410700001	0.7014294360660001	0.9697525039849999	1.10324859862	1.3500313221	0.9271462733939999	0.571923925228	1.17944141703	1.13963943112	1.17691576532	0.9116004657819999	0.6888949707350001	0.9448861117990001	0.994951143026	0.6869192886959999	0.942264404798	0.6894936878769999
SmokingStatus	1.0549215291399998	0.791480639094	0.890596912134	0.852643805391	0.9332716744249999	0.947031244594	0.910843637841	0.904009818346	1.2133114013200001	1.1771917047	1.07846062935	1.04605956631	0.949831465036	0.899196495651	0.912729560338	0.904806468751	0.8871613004369999	0.848958690567	0.9697284134990001	0.931860628336
FirstBirthAge	1.10069947369	1.01142467467	0.966653089448	1.1839364149	0.631387029261	0.757617953829	0.9269602648720001	1.02599861215	1.16158674713	1.2991777527	1.0665854944600002	0.947226912519	1.04381749948	0.868178492903	0.9723494384370001	0.745341766899	0.877478132064	0.8520652805619999	0.983136828257	0.938565921124
Tanning	0.803951798852	1.46139228887	0.8057110810089999	0.613750897413	0.532590898467	0.948738249854	0.733415121637	0.7356740019750001	1.1329543179700001	0.767454826529	0.867125010414	1.37764272301	1.7560987587299999	1.01866235505	1.27868558895	0.797907258521	0.386560607161	0.514490350863	0.697982641311	0.6881977397210001
NumChildrenBorn	1.1109101237899999	1.6694771579899998	1.1250105021799999	0.494009334856	0.396100035149	1.03374497395	0.7879717346330001	0.883532898879	0.831937470188	1.2496711857	1.22645383119	1.40538127152	1.1556097621299999	0.9739046136689999	0.675203839315	0.779637188218	0.960479479372	1.23288882431	0.767244354565	0.7681722374609999
DepressiveSxs	1.05274081444	0.919016468202	0.68546892028	0.623074077866	0.642441605133	0.787319305845	1.13844966177	1.0457176655299998	1.0476984758399999	1.40857535843	1.2557759789	0.826000233856	0.715958506629	0.665563053003	0.7641395968889999	0.875391136592	0.881381050863	0.8812775083140001	1.19817176948	1.4425793523700001
BMI2	0.9011166833149999	0.991180431091	0.958596835011	0.8609319452390001	0.948087234749	1.00974998095	1.15532696162	1.16739911232	1.08280394581	1.0688525619700002	1.00266729813	0.818949589421	0.915986776145	0.941297371873	0.917039925364	0.881008321163	1.02872808171	1.00504025077	1.0269551808600001	1.02082182127
